ID,Gender,DOB,10percentage,12graduation,12percentage,CollegeID,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityID,CollegeCityTier,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Salary,profile,locale,prefix,first_name,last_name,full_name,gender,dob,birth_country,passport_number,passport_expiry,phone_number,email,secondary_address,building_number,street_name,street_suffix,city,postcode,state_abbr,address,cc_number,cc_expiry,cc_security_code,company_name,company_suffix,user_agent
336591,f,1991-06-30,83.0,2008,66.0,3427,2,B.Tech/B.E.,mechanical engineering,78.0,3427,0,2012,305,515,495,0.714529363243447,-1,-1,-1,435,-1,-1,-1,0.9737,0.2668,0.5994,0.6498,-0.9194,87389.0,"{""locale"": ""en_AU"", ""prefix"": ""Mr."", ""first_name"": ""Donna"", ""last_name"": ""Davis"", ""full_name"": ""Donna Davis"", ""gender"": ""f"", ""dob"": ""1928-09-02"", ""birth_country"": ""AU"", ""passport_number"": ""686310317"", ""passport_expiry"": ""2029-12-05"", ""phone_number"": ""+61-2-3215-1760"", ""email"": ""pmiller@example.com"", ""secondary_address"": ""Apt. 615 "", ""building_number"": ""95"", ""street_name"": ""Jennifer Walk"", ""street_suffix"": ""Lane"", ""city"": ""North Jasminehaven"", ""postcode"": "" 2624"", ""state_abbr"": "" ACT"", ""address"": ""Apt. 615 95 Jennifer Walk Lane, North Jasminehaven  ACT,  2624"", ""cc_number"": ""6011828301106603"", ""cc_expiry"": ""06/32"", ""cc_security_code"": ""288"", ""company_name"": ""Griffith-Strickland"", ""company_suffix"": ""Inc"", ""user_agent"": ""Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_9 rv:3.0; ik-CA) AppleWebKit/534.34.7 (KHTML, like Gecko) Version/4.1 Safari/534.34.7""}",en_AU,Mr.,Donna,Davis,Donna Davis,f,1928-09-02,AU,686310317,2029-12-05,+61-2-3215-1760,pmiller@example.com,Apt. 615 ,95,Jennifer Walk,Lane,North Jasminehaven,2624, ACT,"Apt. 615 95 Jennifer Walk Lane, North Jasminehaven  ACT,  2624",6011828301106603,06/32,288,Griffith-Strickland,Inc,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_9 rv:3.0; ik-CA) AppleWebKit/534.34.7 (KHTML, like Gecko) Version/4.1 Safari/534.34.7"
1060355,m,1992-09-13,87.0,2010,81.0,12984,2,B.Tech/B.E.,electronics and communication engineering,72.0,12984,0,2014,570,495,525,0.0531603052826837,475,196,-1,-1,-1,-1,-1,0.5591,-0.1206,0.01,-1.6289,-1.6273,86315.0,"{""locale"": ""en_AU"", ""prefix"": ""Mrs."", ""first_name"": ""Gary"", ""last_name"": ""Wells"", ""full_name"": ""Gary Wells"", ""gender"": ""m"", ""dob"": ""1956-02-26"", ""birth_country"": ""AU"", ""passport_number"": ""A28103240"", ""passport_expiry"": ""2025-08-04"", ""phone_number"": ""02 7090 0954"", ""email"": ""charlesstevens@example.com"", ""secondary_address"": ""2/"", ""building_number"": ""979"", ""street_name"": ""Savannah Centreway"", ""street_suffix"": ""Roadway"", ""city"": ""Jefferyfurt"", ""postcode"": "" 2182"", ""state_abbr"": "" ACT"", ""address"": ""2/979 Savannah Centreway Roadway, Jefferyfurt  ACT,  2182"", ""cc_number"": ""4663071062408191"", ""cc_expiry"": ""03/32"", ""cc_security_code"": ""411"", ""company_name"": ""King-Martinez"", ""company_suffix"": ""LLC"", ""user_agent"": ""Mozilla/5.0 (compatible; MSIE 9.0; Windows 95; Trident/4.1)""}",en_AU,Mrs.,Gary,Wells,Gary Wells,m,1956-02-26,AU,A28103240,2025-08-04,02 7090 0954,charlesstevens@example.com,2/,979,Savannah Centreway,Roadway,Jefferyfurt,2182, ACT,"2/979 Savannah Centreway Roadway, Jefferyfurt  ACT,  2182",4663071062408191,03/32,411,King-Martinez,LLC,Mozilla/5.0 (compatible; MSIE 9.0; Windows 95; Trident/4.1)
1288236,m,1992-09-14,85.0,2010,82.0,110,2,B.Tech/B.E.,electronics and communication engineering,70.6,110,0,2014,510,655,665,-1.0,505,-1,315,-1,-1,-1,-1,0.8463,0.8784,0.7785,-1.2486,-0.4776,87210.0,"{""locale"": ""en_AU"", ""prefix"": ""Dr."", ""first_name"": ""Thomas"", ""last_name"": ""Thomas"", ""full_name"": ""Thomas Thomas"", ""gender"": ""m"", ""dob"": ""1955-04-01"", ""birth_country"": ""AU"", ""passport_number"": ""T86684901"", ""passport_expiry"": ""2029-05-13"", ""phone_number"": ""(08).7565.0679"", ""email"": ""alexandra72@example.org"", ""secondary_address"": ""Suite 511 "", ""building_number"": ""1"", ""street_name"": ""Hinton Foreshore"", ""street_suffix"": ""Mall"", ""city"": ""Jackfort"", ""postcode"": "" 2635"", ""state_abbr"": "" ACT"", ""address"": ""Suite 511 1 Hinton Foreshore Mall, Jackfort  ACT,  2635"", ""cc_number"": ""4343164637126"", ""cc_expiry"": ""02/30"", ""cc_security_code"": ""851"", ""company_name"": ""Small and Sons"", ""company_suffix"": ""PLC"", ""user_agent"": ""Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 4.0; Trident/4.0)""}",en_AU,Dr.,Thomas,Thomas,Thomas Thomas,m,1955-04-01,AU,T86684901,2029-05-13,(08).7565.0679,alexandra72@example.org,Suite 511 ,1,Hinton Foreshore,Mall,Jackfort,2635, ACT,"Suite 511 1 Hinton Foreshore Mall, Jackfort  ACT,  2635",4343164637126,02/30,851,Small and Sons,PLC,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 4.0; Trident/4.0)
837194,m,1991-10-26,79.2,2009,76.6,2952,2,B.Tech/B.E.,electronics and communication engineering,67.6,2952,1,2013,650,580,635,0.976292560913216,395,484,-1,-1,-1,313,-1,-0.4463,0.2124,0.7785,1.0333,-0.8608,86673.0,"{""locale"": ""en_AU"", ""prefix"": ""Ms."", ""first_name"": ""Nicholas"", ""last_name"": ""Gray"", ""full_name"": ""Nicholas Gray"", ""gender"": ""m"", ""dob"": ""1950-07-20"", ""birth_country"": ""AU"", ""passport_number"": ""155931468"", ""passport_expiry"": ""2029-09-12"", ""phone_number"": ""0424-741-785"", ""email"": ""birdgregory@example.org"", ""secondary_address"": ""Apt. 078 "", ""building_number"": ""8"", ""street_name"": ""Schmidt Garden"", ""street_suffix"": ""Access"", ""city"": ""East Christineberg"", ""postcode"": "" 2252"", ""state_abbr"": "" WA"", ""address"": ""Apt. 078 8 Schmidt Garden Access, East Christineberg  WA,  2252"", ""cc_number"": ""346059971616429"", ""cc_expiry"": ""04/26"", ""cc_security_code"": ""858"", ""company_name"": ""Perez-Morales"", ""company_suffix"": ""Ltd"", ""user_agent"": ""Mozilla/5.0 (Windows NT 4.0) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/23.0.860.0 Safari/535.1""}",en_AU,Ms.,Nicholas,Gray,Nicholas Gray,m,1950-07-20,AU,155931468,2029-09-12,0424-741-785,birdgregory@example.org,Apt. 078 ,8,Schmidt Garden,Access,East Christineberg,2252, WA,"Apt. 078 8 Schmidt Garden Access, East Christineberg  WA,  2252",346059971616429,04/26,858,Perez-Morales,Ltd,"Mozilla/5.0 (Windows NT 4.0) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/23.0.860.0 Safari/535.1"
1072592,m,1991-10-11,81.66,2009,58.55,2318,2,B.Tech/B.E.,information science engineering,55.9,2318,1,2013,630,680,560,0.486747008438193,465,-1,376,-1,-1,-1,-1,0.99,0.8784,1.0859,-0.7415,1.0554,83809.0,"{""locale"": ""en_AU"", ""prefix"": ""Dr."", ""first_name"": ""Kelly"", ""last_name"": ""Booker"", ""full_name"": ""Kelly Booker"", ""gender"": ""m"", ""dob"": ""1926-02-27"", ""birth_country"": ""AU"", ""passport_number"": ""F67213208"", ""passport_expiry"": ""2028-11-09"", ""phone_number"": ""+61-2-8862-2911"", ""email"": ""kathleenlopez@example.com"", ""secondary_address"": ""Suite 514 "", ""building_number"": ""82"", ""street_name"": ""Watson Route"", ""street_suffix"": ""Route"", ""city"": ""Port Mitchelltown"", ""postcode"": "" 8323"", ""state_abbr"": "" VIC"", ""address"": ""Suite 514 82 Watson Route Route, Port Mitchelltown  VIC,  8323"", ""cc_number"": ""4951764566769602"", ""cc_expiry"": ""12/27"", ""cc_security_code"": ""015"", ""company_name"": ""Carlson, Obrien and David"", ""company_suffix"": ""Inc"", ""user_agent"": ""Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/5209-09-02 20:02:52.108383 Firefox/3.6.17""}",en_AU,Dr.,Kelly,Booker,Kelly Booker,m,1926-02-27,AU,F67213208,2028-11-09,+61-2-8862-2911,kathleenlopez@example.com,Suite 514 ,82,Watson Route,Route,Port Mitchelltown,8323, VIC,"Suite 514 82 Watson Route Route, Port Mitchelltown  VIC,  8323",4951764566769602,12/27,15,"Carlson, Obrien and David",Inc,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/5209-09-02 20:02:52.108383 Firefox/3.6.17
872267,m,1992-03-25,82.6,2009,76.0,6904,2,B.Tech/B.E.,electronics and electrical engineering,78.0,6904,1,2014,510,560,485,0.837620725714257,335,-1,-1,-1,500,-1,-1,-1.0208,-0.7866,0.01,1.6672,-1.4356,86315.0,"{""locale"": ""en_AU"", ""prefix"": ""Ms."", ""first_name"": ""John"", ""last_name"": ""Patel"", ""full_name"": ""John Patel"", ""gender"": ""m"", ""dob"": ""1932-06-09"", ""birth_country"": ""AU"", ""passport_number"": ""L66324904"", ""passport_expiry"": ""2026-04-30"", ""phone_number"": ""+61 475 155 692"", ""email"": ""madelinemeyers@example.org"", ""secondary_address"": ""499/"", ""building_number"": ""859"", ""street_name"": ""Pierce Turn"", ""street_suffix"": ""Mall"", ""city"": ""Ritaborough"", ""postcode"": "" 9863"", ""state_abbr"": "" QLD"", ""address"": ""499/859 Pierce Turn Mall, Ritaborough  QLD,  9863"", ""cc_number"": ""30090521011622"", ""cc_expiry"": ""10/26"", ""cc_security_code"": ""146"", ""company_name"": ""Hawkins Ltd"", ""company_suffix"": ""PLC"", ""user_agent"": ""Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 11.0; Trident/4.1)""}",en_AU,Ms.,John,Patel,John Patel,m,1932-06-09,AU,L66324904,2026-04-30,+61 475 155 692,madelinemeyers@example.org,499/,859,Pierce Turn,Mall,Ritaborough,9863, QLD,"499/859 Pierce Turn Mall, Ritaborough  QLD,  9863",30090521011622,10/26,146,Hawkins Ltd,PLC,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 11.0; Trident/4.1)
1183033,f,1993-02-10,89.0,2010,90.6,5338,2,B.Tech/B.E.,computer science & engineering,70.4,5338,0,2014,335,505,630,0.622642915849938,555,-1,407,-1,-1,-1,-1,1.4208,-0.2871,0.1637,-2.2627,0.6721,86494.0,"{""locale"": ""en_AU"", ""prefix"": ""Dr."", ""first_name"": ""Janice"", ""last_name"": ""Lopez"", ""full_name"": ""Janice Lopez"", ""gender"": ""f"", ""dob"": ""1974-12-23"", ""birth_country"": ""AU"", ""passport_number"": ""F27117579"", ""passport_expiry"": ""2027-11-11"", ""phone_number"": ""59775152"", ""email"": ""adam19@example.com"", ""secondary_address"": ""Flat 90 "", ""building_number"": ""6"", ""street_name"": ""Vazquez Circus"", ""street_suffix"": ""Port"", ""city"": ""Martinfurt"", ""postcode"": "" 2644"", ""state_abbr"": "" NSW"", ""address"": ""Flat 90 6 Vazquez Circus Port, Martinfurt  NSW,  2644"", ""cc_number"": ""38233586908082"", ""cc_expiry"": ""03/33"", ""cc_security_code"": ""241"", ""company_name"": ""Patel Ltd"", ""company_suffix"": ""Group"", ""user_agent"": ""Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/7876-07-14 06:29:10.696075 Firefox/3.6.19""}",en_AU,Dr.,Janice,Lopez,Janice Lopez,f,1974-12-23,AU,F27117579,2027-11-11,59775152,adam19@example.com,Flat 90 ,6,Vazquez Circus,Port,Martinfurt,2644, NSW,"Flat 90 6 Vazquez Circus Port, Martinfurt  NSW,  2644",38233586908082,03/33,241,Patel Ltd,Group,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/7876-07-14 06:29:10.696075 Firefox/3.6.19
894646,m,1993-05-12,85.0,2010,76.7,14820,2,B.Tech/B.E.,mechanical engineering,67.66,14820,0,2014,520,350,325,0.459015840492937,-1,-1,-1,376,-1,-1,-1,0.8463,0.0459,-1.9881,0.7798,1.6302,82914.0,"{""locale"": ""en_AU"", ""prefix"": ""Miss"", ""first_name"": ""Thomas"", ""last_name"": ""Mueller"", ""full_name"": ""Thomas Mueller"", ""gender"": ""m"", ""dob"": ""1924-07-27"", ""birth_country"": ""AU"", ""passport_number"": ""D90529157"", ""passport_expiry"": ""2025-11-26"", ""phone_number"": ""(02) 9317 3831"", ""email"": ""donaldbrown@example.net"", ""secondary_address"": ""81/"", ""building_number"": ""6"", ""street_name"": ""Baldwin Glen"", ""street_suffix"": ""Laneway"", ""city"": ""West Laura"", ""postcode"": "" 2693"", ""state_abbr"": "" VIC"", ""address"": ""81/6 Baldwin Glen Laneway, West Laura  VIC,  2693"", ""cc_number"": ""213163860407740"", ""cc_expiry"": ""11/24"", ""cc_security_code"": ""0382"", ""company_name"": ""Beck-Villa"", ""company_suffix"": ""Group"", ""user_agent"": ""Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 11.0; Trident/4.0)""}",en_AU,Miss,Thomas,Mueller,Thomas Mueller,m,1924-07-27,AU,D90529157,2025-11-26,(02) 9317 3831,donaldbrown@example.net,81/,6,Baldwin Glen,Laneway,West Laura,2693, VIC,"81/6 Baldwin Glen Laneway, West Laura  VIC,  2693",213163860407740,11/24,382,Beck-Villa,Group,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 11.0; Trident/4.0)
140069,f,1988-07-25,91.2,2006,84.63,4437,2,B.Tech/B.E.,computer engineering,78.15,4437,0,2010,455,535,445,0.635978756456794,445,-1,-1,-1,-1,-1,-1,-0.1082,0.9688,0.5269,-0.2902,0.3444,87031.0,"{""locale"": ""en_AU"", ""prefix"": ""Mr."", ""first_name"": ""Connie"", ""last_name"": ""Hale"", ""full_name"": ""Connie Hale"", ""gender"": ""f"", ""dob"": ""1941-11-20"", ""birth_country"": ""AU"", ""passport_number"": ""S05660545"", ""passport_expiry"": ""2027-07-22"", ""phone_number"": ""0949 1392"", ""email"": ""fstark@example.net"", ""secondary_address"": ""Level 7 "", ""building_number"": ""570"", ""street_name"": ""Elizabeth Rosebowl"", ""street_suffix"": ""Broadway"", ""city"": ""Blairhaven"", ""postcode"": "" 2176"", ""state_abbr"": "" SA"", ""address"": ""Level 7 570 Elizabeth Rosebowl Broadway, Blairhaven  SA,  2176"", ""cc_number"": ""3529801582835614"", ""cc_expiry"": ""02/25"", ""cc_security_code"": ""249"", ""company_name"": ""Mccarty, Rogers and Smith"", ""company_suffix"": ""Ltd"", ""user_agent"": ""Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.0; Trident/4.0)""}",en_AU,Mr.,Connie,Hale,Connie Hale,f,1941-11-20,AU,S05660545,2027-07-22,0949 1392,fstark@example.net,Level 7 ,570,Elizabeth Rosebowl,Broadway,Blairhaven,2176, SA,"Level 7 570 Elizabeth Rosebowl Broadway, Blairhaven  SA,  2176",3529801582835614,02/25,249,"Mccarty, Rogers and Smith",Ltd,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.0; Trident/4.0)
1087164,f,1992-08-11,79.0,2010,72.5,1228,2,B.Tech/B.E.,electronics and electrical engineering,66.43,1228,1,2014,525,360,370,0.298769128563994,-1,-1,-1,-1,356,-1,-1,-0.0154,1.0449,-0.1437,-0.6147,1.4386,82914.0,"{""locale"": ""en_AU"", ""prefix"": ""Mr."", ""first_name"": ""Holly"", ""last_name"": ""Bennett"", ""full_name"": ""Holly Bennett"", ""gender"": ""f"", ""dob"": ""2005-02-18"", ""birth_country"": ""AU"", ""passport_number"": ""444856165"", ""passport_expiry"": ""2026-06-07"", ""phone_number"": ""02 4350 6354"", ""email"": ""raymond75@example.org"", ""secondary_address"": ""92/"", ""building_number"": ""395"", ""street_name"": ""Haynes Esplanade"", ""street_suffix"": ""Approach"", ""city"": ""Janetown"", ""postcode"": "" 2644"", ""state_abbr"": "" NT"", ""address"": ""92/395 Haynes Esplanade Approach, Janetown  NT,  2644"", ""cc_number"": ""6011620903717105"", ""cc_expiry"": ""10/27"", ""cc_security_code"": ""432"", ""company_name"": ""Williams-Tran"", ""company_suffix"": ""Group"", ""user_agent"": ""Opera/8.40.(Windows NT 6.0; pap-AN) Presto/2.9.175 Version/10.00""}",en_AU,Mr.,Holly,Bennett,Holly Bennett,f,2005-02-18,AU,444856165,2026-06-07,02 4350 6354,raymond75@example.org,92/,395,Haynes Esplanade,Approach,Janetown,2644, NT,"92/395 Haynes Esplanade Approach, Janetown  NT,  2644",6011620903717105,10/27,432,Williams-Tran,Group,Opera/8.40.(Windows NT 6.0; pap-AN) Presto/2.9.175 Version/10.00
633445,m,1991-06-05,81.2,2009,76.4,11630,2,B.Tech/B.E.,mechanical engineering,72.3,11630,0,2013,765,605,665,0.755375120895548,-1,-1,-1,446,-1,-1,-1,1.5644,0.7119,1.2396,-2.3895,1.247,88462.0,"{""locale"": ""en_AU"", ""prefix"": ""Mrs."", ""first_name"": ""Daniel"", ""last_name"": ""Lewis"", ""full_name"": ""Daniel Lewis"", ""gender"": ""m"", ""dob"": ""1999-06-20"", ""birth_country"": ""AU"", ""passport_number"": ""S27594107"", ""passport_expiry"": ""2024-09-10"", ""phone_number"": ""+61 413 551 655"", ""email"": ""morganstewart@example.net"", ""secondary_address"": ""4/"", ""building_number"": ""901"", ""street_name"": ""Paul Riviera"", ""street_suffix"": ""Circuit"", ""city"": ""New Timothy"", ""postcode"": "" 2956"", ""state_abbr"": "" NT"", ""address"": ""4/901 Paul Riviera Circuit, New Timothy  NT,  2956"", ""cc_number"": ""4269206727551"", ""cc_expiry"": ""04/27"", ""cc_security_code"": ""898"", ""company_name"": ""Valdez Inc"", ""company_suffix"": ""and Sons"", ""user_agent"": ""Opera/8.15.(Windows NT 11.0; dz-BT) Presto/2.9.189 Version/11.00""}",en_AU,Mrs.,Daniel,Lewis,Daniel Lewis,m,1999-06-20,AU,S27594107,2024-09-10,+61 413 551 655,morganstewart@example.net,4/,901,Paul Riviera,Circuit,New Timothy,2956, NT,"4/901 Paul Riviera Circuit, New Timothy  NT,  2956",4269206727551,04/27,898,Valdez Inc,and Sons,Opera/8.15.(Windows NT 11.0; dz-BT) Presto/2.9.189 Version/11.00
227704,f,1990-01-29,90.6,2007,92.3,2818,2,B.Tech/B.E.,electronics and communication engineering,78.07,2818,1,2011,625,545,605,0.0587928000083534,445,200,-1,-1,-1,420,-1,0.2009,0.6568,-0.7794,-0.0552,0.9763,88999.0,"{""locale"": ""en_AU"", ""prefix"": ""Mr."", ""first_name"": ""Breanna"", ""last_name"": ""Burnett"", ""full_name"": ""Breanna Burnett"", ""gender"": ""f"", ""dob"": ""1918-06-17"", ""birth_country"": ""AU"", ""passport_number"": ""Y14496466"", ""passport_expiry"": ""2028-12-05"", ""phone_number"": ""3649-0507"", ""email"": ""hannahcannon@example.com"", ""secondary_address"": ""579/"", ""building_number"": ""7"", ""street_name"": ""Gibson Laneway"", ""street_suffix"": ""Ramble"", ""city"": ""East Mariafort"", ""postcode"": "" 2919"", ""state_abbr"": "" QLD"", ""address"": ""579/7 Gibson Laneway Ramble, East Mariafort  QLD,  2919"", ""cc_number"": ""348064134921037"", ""cc_expiry"": ""05/28"", ""cc_security_code"": ""279"", ""company_name"": ""Waller, Mendoza and Smith"", ""company_suffix"": ""LLC"", ""user_agent"": ""Opera/9.29.(Windows NT 6.0; ff-SN) Presto/2.9.167 Version/12.00""}",en_AU,Mr.,Breanna,Burnett,Breanna Burnett,f,1918-06-17,AU,Y14496466,2028-12-05,3649-0507,hannahcannon@example.com,579/,7,Gibson Laneway,Ramble,East Mariafort,2919, QLD,"579/7 Gibson Laneway Ramble, East Mariafort  QLD,  2919",348064134921037,05/28,279,"Waller, Mendoza and Smith",LLC,Opera/9.29.(Windows NT 6.0; ff-SN) Presto/2.9.167 Version/12.00
844474,m,1992-08-13,69.0,2009,69.0,168,2,B.Tech/B.E.,computer science & engineering,66.0,168,0,2013,325,305,430,0.864685413370085,525,-1,-1,-1,-1,-1,-1,0.4155,0.2124,0.4711,-0.7415,0.6721,82556.0,"{""locale"": ""en_AU"", ""prefix"": ""Mrs."", ""first_name"": ""Justin"", ""last_name"": ""Bennett"", ""full_name"": ""Justin Bennett"", ""gender"": ""m"", ""dob"": ""1972-03-23"", ""birth_country"": ""AU"", ""passport_number"": ""432297876"", ""passport_expiry"": ""2025-08-24"", ""phone_number"": ""+61 439 655 193"", ""email"": ""wjefferson@example.org"", ""secondary_address"": ""Level 6 "", ""building_number"": ""40"", ""street_name"": ""Jack Rue"", ""street_suffix"": ""Rotary"", ""city"": ""Lawrenceport"", ""postcode"": "" 2973"", ""state_abbr"": "" SA"", ""address"": ""Level 6 40 Jack Rue Rotary, Lawrenceport  SA,  2973"", ""cc_number"": ""343695013777209"", ""cc_expiry"": ""04/26"", ""cc_security_code"": ""807"", ""company_name"": ""Cooley-Bentley"", ""company_suffix"": ""Ltd"", ""user_agent"": ""Opera/8.93.(Windows NT 4.0; gu-IN) Presto/2.9.169 Version/11.00""}",en_AU,Mrs.,Justin,Bennett,Justin Bennett,m,1972-03-23,AU,432297876,2025-08-24,+61 439 655 193,wjefferson@example.org,Level 6 ,40,Jack Rue,Rotary,Lawrenceport,2973, SA,"Level 6 40 Jack Rue Rotary, Lawrenceport  SA,  2973",343695013777209,04/26,807,Cooley-Bentley,Ltd,Opera/8.93.(Windows NT 4.0; gu-IN) Presto/2.9.169 Version/11.00
430002,m,1991-01-29,73.0,2008,74.0,1227,2,B.Tech/B.E.,information technology,69.2,1227,1,2012,415,635,455,0.793580614548506,495,-1,-1,-1,-1,-1,-1,-0.7264,-0.4353,-1.2148,0.1798,-0.643,86673.0,"{""locale"": ""en_AU"", ""prefix"": ""Mrs."", ""first_name"": ""Jesse"", ""last_name"": ""Bowman"", ""full_name"": ""Jesse Bowman"", ""gender"": ""m"", ""dob"": ""1982-03-26"", ""birth_country"": ""AU"", ""passport_number"": ""802030573"", ""passport_expiry"": ""2025-12-12"", ""phone_number"": ""(08)-7061-8795"", ""email"": ""jamiepope@example.org"", ""secondary_address"": ""80/"", ""building_number"": ""0"", ""street_name"": ""Deborah Ridge"", ""street_suffix"": ""Port"", ""city"": ""North Derrickfort"", ""postcode"": "" 6322"", ""state_abbr"": "" TAS"", ""address"": ""80/0 Deborah Ridge Port, North Derrickfort  TAS,  6322"", ""cc_number"": ""4169803409272561078"", ""cc_expiry"": ""04/26"", ""cc_security_code"": ""757"", ""company_name"": ""Robertson Ltd"", ""company_suffix"": ""LLC"", ""user_agent"": ""Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; el-CY) AppleWebKit/533.47.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B111 Safari/6533.47.3""}",en_AU,Mrs.,Jesse,Bowman,Jesse Bowman,m,1982-03-26,AU,802030573,2025-12-12,(08)-7061-8795,jamiepope@example.org,80/,0,Deborah Ridge,Port,North Derrickfort,6322, TAS,"80/0 Deborah Ridge Port, North Derrickfort  TAS,  6322",4169803409272561078,04/26,757,Robertson Ltd,LLC,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; el-CY) AppleWebKit/533.47.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B111 Safari/6533.47.3"
965223,m,1992-05-22,72.4,2010,72.8,9062,2,B.Tech/B.E.,electronics and communication engineering,71.77,9062,1,2014,465,375,510,0.207392169717661,395,260,-1,-1,-1,-1,-1,0.2718,0.8784,0.7785,-0.2344,0.0973,87210.0,"{""locale"": ""en_AU"", ""prefix"": ""Mrs."", ""first_name"": ""Thomas"", ""last_name"": ""Skinner"", ""full_name"": ""Thomas Skinner"", ""gender"": ""m"", ""dob"": ""1943-02-15"", ""birth_country"": ""AU"", ""passport_number"": ""Q72830923"", ""passport_expiry"": ""2028-09-11"", ""phone_number"": ""+61.7.4526.3449"", ""email"": ""rgraves@example.net"", ""secondary_address"": ""Suite 585 "", ""building_number"": ""4"", ""street_name"": ""Kyle Quadrangle"", ""street_suffix"": ""Tollway"", ""city"": ""South Katieville"", ""postcode"": "" 2626"", ""state_abbr"": "" WA"", ""address"": ""Suite 585 4 Kyle Quadrangle Tollway, South Katieville  WA,  2626"", ""cc_number"": ""676309377205"", ""cc_expiry"": ""09/25"", ""cc_security_code"": ""5986"", ""company_name"": ""Green Group"", ""company_suffix"": ""PLC"", ""user_agent"": ""Mozilla/5.0 (Windows NT 5.0; sat-IN; rv:1.9.2.20) Gecko/4013-01-21 05:43:41.291855 Firefox/5.0""}",en_AU,Mrs.,Thomas,Skinner,Thomas Skinner,m,1943-02-15,AU,Q72830923,2028-09-11,+61.7.4526.3449,rgraves@example.net,Suite 585 ,4,Kyle Quadrangle,Tollway,South Katieville,2626, WA,"Suite 585 4 Kyle Quadrangle Tollway, South Katieville  WA,  2626",676309377205,09/25,5986,Green Group,PLC,Mozilla/5.0 (Windows NT 5.0; sat-IN; rv:1.9.2.20) Gecko/4013-01-21 05:43:41.291855 Firefox/5.0
813473,f,1992-07-17,78.33,2008,67.6,15866,2,B.Tech/B.E.,computer science & engineering,65.72,15866,0,2012,510,655,605,0.488347976782714,405,-1,-1,-1,-1,-1,-1,1.8517,1.3779,1.0859,-2.136,1.6302,85420.0,"{""locale"": ""en_AU"", ""prefix"": ""Mr."", ""first_name"": ""Tonya"", ""last_name"": ""Barnes"", ""full_name"": ""Tonya Barnes"", ""gender"": ""f"", ""dob"": ""1954-03-09"", ""birth_country"": ""AU"", ""passport_number"": ""382744815"", ""passport_expiry"": ""2028-03-28"", ""phone_number"": ""0187 1190"", ""email"": ""dennis57@example.org"", ""secondary_address"": ""Flat 52 "", ""building_number"": ""1"", ""street_name"": ""Wade Copse"", ""street_suffix"": ""Row"", ""city"": ""Amystad"", ""postcode"": "" 2924"", ""state_abbr"": "" TAS"", ""address"": ""Flat 52 1 Wade Copse Row, Amystad  TAS,  2924"", ""cc_number"": ""378361633552096"", ""cc_expiry"": ""10/25"", ""cc_security_code"": ""070"", ""company_name"": ""Hill-Jones"", ""company_suffix"": ""Inc"", ""user_agent"": ""Mozilla/5.0 (iPad; CPU iPad OS 14_2_1 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) CriOS/38.0.868.0 Mobile/77O854 Safari/536.0""}",en_AU,Mr.,Tonya,Barnes,Tonya Barnes,f,1954-03-09,AU,382744815,2028-03-28,0187 1190,dennis57@example.org,Flat 52 ,1,Wade Copse,Row,Amystad,2924, TAS,"Flat 52 1 Wade Copse Row, Amystad  TAS,  2924",378361633552096,10/25,70,Hill-Jones,Inc,"Mozilla/5.0 (iPad; CPU iPad OS 14_2_1 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) CriOS/38.0.868.0 Mobile/77O854 Safari/536.0"
